Food Product,Main Ingredient,Sweetener,Fat/Oil,Seasoning,Allergens,Price ($),Customer rating (Out of 5),Prediction
Ghee,Ghee,Honey,Coconut Oil,Pepper,Ghee,7.58,3.1,Safe
Carrot,Carrot,None,None,Garlic,None,21.55,2.2,May Contain
Cherry,Cherry,Sugar,Butter,None,None,39.9,3.1,Safe
Condensed Milk,Condensed Milk,Maple Syrup,Butter,Garlic,Condensed Milk,18.04,2.7,May Contain
Quinoa,Quinoa,Maple Syrup,Coconut Oil,Pepper,Quinoa,41.89,3.4,Contains
Artificial Coloring,Artificial Coloring,Sugar,None,Salt,None,24.25,4.1,May Contain
Saffron,Saffron,Sugar,Olive Oil,Pepper,None,17.9,3.1,Contains
Cheese,Cheese,None,Butter,None,Cheese,39.58,3.9,May Contain
Peanuts,Peanuts,Maple Syrup,Olive Oil,Salt,Peanuts,48.17,3.1,May Contain
Canola Oil,Canola Oil,Sugar,None,Garlic,None,9.5,3,May Contain
Turkey,Turkey,Sugar,Butter,Garlic,None,34.04,4.4,Contains
Chia Seeds,Chia Seeds,Honey,Olive Oil,Salt,Chia Seeds,23.09,2.2,Contains
Fig,Fig,Honey,Olive Oil,Garlic,None,20.36,1.4,Safe
Oregano,Oregano,Maple Syrup,Olive Oil,None,None,36.61,2.9,Contains
Oysters,Oysters,Sugar,None,Garlic,Oysters,27.5,2.8,Contains
Coconut Oil,Coconut Oil,Maple Syrup,Coconut Oil,Garlic,None,32.87,2,Contains
Cream,Cream,Maple Syrup,Olive Oil,None,Cream,47.67,3.6,May Contain
Tuna,Tuna,Honey,None,None,Tuna,43.8,4.8,Safe
Flaxseed Oil,Flaxseed Oil,None,Coconut Oil,None,None,28.08,2.2,Contains
Millet,Millet,Sugar,None,Pepper,Millet,44.15,1.3,May Contain
Quinoa,Quinoa,Honey,Butter,Garlic,Quinoa,46.87,4.3,May Contain
Benzoates,Benzoates,None,Butter,None,None,7.8,2.7,Contains
Yogurt,Yogurt,Honey,Coconut Oil,Garlic,Yogurt,42.1,2.9,Safe
Cod,Cod,Maple Syrup,Butter,Salt,Cod,17.33,4.6,Safe
Sunflower Oil,Sunflower Oil,Sugar,Butter,None,None,38.62,4.5,May Contain
Aspartame,Aspartame,Sugar,Butter,None,None,17.6,4.4,Safe
Rabbit,Rabbit,Maple Syrup,Olive Oil,Salt,None,18.68,1.8,Contains
Corn,Corn,Sugar,Olive Oil,Pepper,Corn,33.86,3.4,Contains
Brazil Nuts,Brazil Nuts,Sugar,Butter,Pepper,Brazil Nuts,22.79,1.9,Contains
Cheese,Cheese,None,Coconut Oil,None,Cheese,13.58,2.9,Safe
Quail,Quail,None,Coconut Oil,Salt,None,39.13,1.3,Safe
Sardines,Sardines,Maple Syrup,Butter,Garlic,Sardines,12.75,2.4,Contains
Nutmeg,Nutmeg,Sugar,Butter,Salt,None,46.92,3.4,Contains
Thyme,Thyme,Sugar,Butter,None,None,30.78,3.6,Contains
Flaxseed Oil,Flaxseed Oil,None,Butter,Pepper,None,5.15,3.3,May Contain
Grapes,Grapes,Sugar,Coconut Oil,None,None,38.26,1.8,Safe
Chickpeas,Chickpeas,Sugar,Coconut Oil,Pepper,Chickpeas,8.24,4.9,May Contain
Aspartame,Aspartame,Sugar,Olive Oil,Pepper,None,11.16,3.9,Contains
Asparagus,Asparagus,Maple Syrup,Coconut Oil,Garlic,None,29.86,4.8,Contains
Cod,Cod,Sugar,Butter,Pepper,Cod,40.64,4.4,Safe
Cloves,Cloves,Maple Syrup,Butter,None,None,14.28,3.7,May Contain
Curd,Curd,None,None,Garlic,Curd,20.72,2.6,Safe
Butter,Butter,None,Butter,None,Butter,46.46,2.6,May Contain
Curd,Curd,Sugar,Coconut Oil,Salt,Curd,21.85,4.9,Safe
Lobster,Lobster,None,Butter,Salt,Lobster,5.61,3.9,Safe
Mango,Mango,None,Olive Oil,Salt,None,11.78,2.9,Safe
Saffron,Saffron,Maple Syrup,Butter,Salt,None,46.1,1.2,Contains
Veal,Veal,None,None,Salt,None,19.55,2.3,Contains
Turkey,Turkey,None,None,None,None,5.64,1.6,Contains
Cabbage,Cabbage,Sugar,Butter,Garlic,None,9.21,3.9,May Contain
Sesame Oil,Sesame Oil,Maple Syrup,Butter,Garlic,None,15.92,5,Contains
Veal,Veal,Maple Syrup,None,Pepper,None,35.26,3.2,Safe
Tuna,Tuna,Honey,Olive Oil,Garlic,Tuna,48.85,4,Contains
Thyme,Thyme,Honey,Butter,Pepper,None,27.65,4.2,May Contain
Nitrates,Nitrates,Sugar,None,None,None,21.45,2.6,Contains
Basil,Basil,None,None,Pepper,None,14.93,1.2,May Contain
Barley,Barley,Sugar,Olive Oil,None,Barley,27.22,1.8,May Contain
Sunflower Oil,Sunflower Oil,Honey,None,Pepper,None,24.7,4.5,Contains
Bell Pepper,Bell Pepper,None,Butter,Garlic,None,39.52,1.8,Contains
Banana,Banana,None,Coconut Oil,Garlic,None,27.13,4.2,May Contain
Hemp Seeds,Hemp Seeds,None,Butter,Garlic,Hemp Seeds,8.7,4.1,May Contain
Lamb,Lamb,None,Coconut Oil,None,None,37.99,3.9,Contains
Soybeans,Soybeans,None,Butter,Pepper,Soybeans,22.6,3,Contains
Potassium Sorbate,Potassium Sorbate,None,Olive Oil,Pepper,None,41.77,2.4,May Contain
Turnip,Turnip,None,Coconut Oil,Garlic,None,8.88,3.3,May Contain
Pepper,Pepper,Honey,Butter,None,None,32.97,3.3,May Contain
Sesame Oil,Sesame Oil,None,Olive Oil,Garlic,None,44.95,3.1,Safe
Canola Oil,Canola Oil,Sugar,Butter,Pepper,None,37.95,3.1,Contains
Celery,Celery,None,None,Salt,None,49.82,4.9,May Contain
Xanthan Gum,Xanthan Gum,Honey,None,Garlic,None,44.13,1.3,Contains
MSG,MSG,Honey,None,Garlic,None,12.98,3.9,Safe
Almonds,Almonds,Honey,Coconut Oil,Pepper,Almonds,49.17,1.7,Contains
Cinnamon,Cinnamon,Honey,Coconut Oil,Garlic,None,49.91,2.7,Safe
Shrimp,Shrimp,Maple Syrup,Olive Oil,Garlic,Shrimp,24.99,1.2,Contains
Avocado Oil,Avocado Oil,Maple Syrup,Olive Oil,None,None,30.59,2,Contains
Turnip,Turnip,Honey,Butter,None,None,39.68,4,Contains
Chia Seeds,Chia Seeds,Honey,Coconut Oil,Salt,Chia Seeds,31.52,1.7,Contains
Leek,Leek,Honey,None,Garlic,None,26.21,1.8,Safe
Cheese,Cheese,Maple Syrup,Butter,None,Cheese,48.73,3.4,Contains
Avocado Oil,Avocado Oil,None,Coconut Oil,Pepper,None,47.98,3.6,Contains
Brazil Nuts,Brazil Nuts,Honey,None,Pepper,Brazil Nuts,47.29,1,Contains
Oregano,Oregano,Maple Syrup,Butter,Pepper,None,42.28,1.7,Safe
Coconut Oil,Coconut Oil,Sugar,Coconut Oil,None,None,34.6,3,Safe
Saffron,Saffron,Sugar,None,Salt,None,5.7,1.5,May Contain
Sunflower Seeds,Sunflower Seeds,Maple Syrup,None,None,Sunflower Seeds,41.41,3.2,Safe
Cream,Cream,Sugar,Butter,Salt,Cream,42.99,2,Contains
Pineapple,Pineapple,None,Coconut Oil,Pepper,None,49.07,3.6,Contains
Cherry,Cherry,Maple Syrup,Olive Oil,None,None,29.59,2.2,May Contain
Cod,Cod,None,None,Salt,Cod,34.49,3.5,May Contain
Xanthan Gum,Xanthan Gum,Sugar,Coconut Oil,Pepper,None,39.6,3.1,Contains
Cantaloupe,Cantaloupe,Maple Syrup,Butter,Pepper,None,29.49,1.3,Safe
Turnip,Turnip,Sugar,Olive Oil,None,None,16.76,4.7,Safe
Xanthan Gum,Xanthan Gum,None,Butter,Salt,None,21.16,3.1,Contains
Whey,Whey,None,Coconut Oil,None,Whey,49.66,1.8,May Contain
Sunflower Seeds,Sunflower Seeds,Sugar,Coconut Oil,Pepper,Sunflower Seeds,39.55,4.1,Contains
Pepper,Pepper,Sugar,Butter,Salt,None,20.1,2.6,May Contain
Cumin,Cumin,Maple Syrup,Olive Oil,Garlic,None,5.55,3.9,May Contain
Radish,Radish,Sugar,Coconut Oil,Pepper,None,47,1.6,Contains
Sulfites,Sulfites,None,Butter,None,None,21.75,4.6,Contains
Xanthan Gum,Xanthan Gum,Sugar,Coconut Oil,Pepper,None,32.73,3.8,May Contain
Oysters,Oysters,None,Butter,None,Oysters,32,2.7,Contains
Basil,Basil,Sugar,Coconut Oil,Salt,None,39.16,2.8,May Contain
Cream,Cream,Sugar,Butter,None,Cream,20.23,2.1,Contains
Cumin,Cumin,None,None,Salt,None,43.84,3.6,Contains
Strawberries,Strawberries,None,Coconut Oil,Garlic,None,38.43,2.5,May Contain
Sodium Benzoate,Sodium Benzoate,None,None,Garlic,None,31.8,1.6,May Contain
Cheese,Cheese,Honey,None,Pepper,Cheese,7.25,1.2,Safe
Asparagus,Asparagus,None,Olive Oil,None,None,41.29,1.7,Safe
Watermelon,Watermelon,None,Butter,Garlic,None,27.83,1.1,Safe
Lychee,Lychee,Sugar,Butter,Pepper,None,5.89,4.6,May Contain
Cod,Cod,Sugar,None,Garlic,Cod,40.52,2.4,Safe
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Olive Oil,None,None,13,1.6,Contains
Goat,Goat,Maple Syrup,None,Salt,None,34.27,3.4,May Contain
Quail,Quail,Honey,Butter,Salt,None,5.29,4.6,Contains
Rosemary,Rosemary,Maple Syrup,Butter,Garlic,None,33.81,2.3,Contains
Pine Nuts,Pine Nuts,Maple Syrup,Coconut Oil,Garlic,Pine Nuts,40.83,3.3,Safe
Butter,Butter,Honey,Olive Oil,Garlic,Butter,10.93,3.7,May Contain
Mussels,Mussels,None,Olive Oil,None,Mussels,41.04,2.7,May Contain
Pork,Pork,Maple Syrup,Butter,None,None,9.12,1.1,Safe
Brazil Nuts,Brazil Nuts,None,Olive Oil,Pepper,Brazil Nuts,33.06,1.6,May Contain
Strawberries,Strawberries,Sugar,Olive Oil,Pepper,None,10.04,4.8,Contains
Oysters,Oysters,Maple Syrup,None,Garlic,Oysters,27.37,2,Contains
Cream,Cream,Maple Syrup,Olive Oil,None,Cream,37.53,4.2,Safe
Turkey,Turkey,Sugar,Coconut Oil,Salt,None,26.53,1.3,Safe
Ginger,Ginger,Honey,None,Salt,None,30.44,4.5,Contains
Cottage Cheese,Cottage Cheese,Sugar,Coconut Oil,Garlic,Cottage Cheese,32.43,3.7,Safe
Strawberries,Strawberries,Sugar,Butter,Salt,None,46.13,1.9,Safe
Mushroom,Mushroom,Maple Syrup,None,None,None,41.32,4.2,May Contain
Cod,Cod,Sugar,Butter,Pepper,Cod,38.89,4.7,Contains
Garlic,Garlic,Honey,Olive Oil,Garlic,None,16.74,5,May Contain
Turkey,Turkey,None,Coconut Oil,Salt,None,16.76,4.8,May Contain
Soybeans,Soybeans,Honey,None,Pepper,Soybeans,38.27,1.6,May Contain
Cauliflower,Cauliflower,Honey,Olive Oil,Pepper,None,25.17,2.1,May Contain
Bell Pepper,Bell Pepper,Maple Syrup,Coconut Oil,None,None,25.9,3.4,Contains
Millet,Millet,None,None,Pepper,Millet,49.52,4.5,May Contain
Sodium Benzoate,Sodium Benzoate,Maple Syrup,Butter,Pepper,None,9.7,4.3,May Contain
Mussels,Mussels,Sugar,Olive Oil,Garlic,Mussels,46.4,2.9,May Contain
Sesame Oil,Sesame Oil,Maple Syrup,Butter,Pepper,None,33.39,1.6,Safe
Tomato,Tomato,Honey,Coconut Oil,Salt,None,14.82,1.6,Contains
Spelt,Spelt,Maple Syrup,Butter,Garlic,Spelt,8.53,2.9,Contains
Cumin,Cumin,None,None,Pepper,None,38.76,2.8,Contains
Pomegranate,Pomegranate,None,Coconut Oil,Salt,None,40.28,1.3,Contains
Fig,Fig,Honey,Butter,Pepper,None,35.37,3.3,Safe
Ghee,Ghee,Sugar,Butter,Garlic,Ghee,25.14,4.2,May Contain
Chia Seeds,Chia Seeds,None,Olive Oil,Pepper,Chia Seeds,9.49,4.6,Safe
Pepper,Pepper,Sugar,Coconut Oil,Garlic,None,46.19,4.3,Contains
Beef,Beef,Honey,Olive Oil,Garlic,None,47.38,3.7,Contains
MSG,MSG,Sugar,Coconut Oil,None,None,14.22,4.1,Contains
Squid,Squid,Sugar,Butter,Salt,Squid,25.33,1.6,Safe
Benzoates,Benzoates,Maple Syrup,Coconut Oil,Pepper,None,34.17,4.6,Contains
Pumpkin Seeds,Pumpkin Seeds,Maple Syrup,Olive Oil,None,Pumpkin Seeds,28.02,1.7,Safe
Broccoli,Broccoli,None,None,Pepper,None,41.51,4.2,Safe
Pistachios,Pistachios,Sugar,Coconut Oil,Pepper,Pistachios,37.78,1.5,Contains
MSG,MSG,None,Olive Oil,Garlic,None,21.9,4.7,May Contain
Milk,Milk,Maple Syrup,Coconut Oil,Salt,Milk,19.57,1.8,May Contain
Nutmeg,Nutmeg,Maple Syrup,Coconut Oil,None,None,45.71,2,Contains
Asparagus,Asparagus,Honey,Butter,None,None,43.45,4.3,May Contain
Carrageenan,Carrageenan,Maple Syrup,Coconut Oil,Salt,None,23.59,2.4,May Contain
Cod,Cod,None,Coconut Oil,Garlic,Cod,34.36,1.2,Contains
Potassium Sorbate,Potassium Sorbate,Honey,Coconut Oil,Pepper,None,15.32,1.4,Safe
Cinnamon,Cinnamon,None,Butter,Garlic,None,20.12,2,Safe
Goat,Goat,None,Butter,Pepper,None,18.15,4.5,Contains
Corn,Corn,None,Coconut Oil,Salt,Corn,19.18,3.3,Contains
Pepper,Pepper,Honey,None,Pepper,None,32.74,1.5,Contains
Cheese,Cheese,None,Butter,Garlic,Cheese,10.9,1.8,Contains
Artificial Coloring,Artificial Coloring,None,None,Garlic,None,14.53,1.7,Safe
Cashews,Cashews,Maple Syrup,None,Salt,Cashews,19.4,1.8,Contains
Olive Oil,Olive Oil,Maple Syrup,Olive Oil,Garlic,None,37.5,2.8,Safe
Cardamom,Cardamom,None,Olive Oil,Garlic,None,21.11,3.2,May Contain
Carrageenan,Carrageenan,Sugar,None,Pepper,None,42.19,2.4,Contains
Coconut Oil,Coconut Oil,Sugar,Olive Oil,Salt,None,45.05,1.3,May Contain
Tuna,Tuna,Maple Syrup,Butter,Salt,Tuna,6.27,4.9,Contains
MSG,MSG,None,Butter,Garlic,None,5.51,1.3,Contains
Grapeseed Oil,Grapeseed Oil,None,Coconut Oil,Garlic,None,46.61,1.5,May Contain
Flax Seeds,Flax Seeds,Sugar,Butter,Garlic,Flax Seeds,34.78,3.9,Contains
Rabbit,Rabbit,Honey,None,None,None,14.35,2,May Contain
Milk,Milk,Sugar,None,None,Milk,45.2,3.3,May Contain
Orange,Orange,Maple Syrup,Butter,Garlic,None,31.32,3,May Contain
MSG,MSG,Honey,None,Garlic,None,10.46,1.3,Contains
Rabbit,Rabbit,Maple Syrup,Olive Oil,Salt,None,13.97,2.1,Contains
Cream,Cream,Honey,None,None,Cream,6.81,3.9,May Contain
Duck,Duck,Maple Syrup,Coconut Oil,Garlic,None,41.61,1.6,Safe
Beetroot,Beetroot,None,Butter,Pepper,None,9.69,3.5,Contains
Carrot,Carrot,Honey,Butter,Salt,None,24.35,3.7,May Contain
Whey,Whey,Honey,None,Pepper,Whey,45.96,4.4,Contains
Sesame Oil,Sesame Oil,Sugar,Olive Oil,Pepper,None,42.73,4,Safe
MSG,MSG,Sugar,Butter,None,None,39.39,2.9,Contains
Olive Oil,Olive Oil,Maple Syrup,None,Garlic,None,23.2,4.8,May Contain
Oysters,Oysters,None,Butter,Pepper,Oysters,46.59,4.4,Safe
Rye,Rye,Honey,Olive Oil,Salt,Rye,35.01,1.6,May Contain
Quail,Quail,Maple Syrup,Butter,Garlic,None,19.14,4.4,May Contain
Aspartame,Aspartame,Maple Syrup,Butter,Garlic,None,35.43,1.1,Safe
Nutmeg,Nutmeg,Sugar,Olive Oil,Pepper,None,22.85,4.8,Contains
Okra,Okra,Maple Syrup,Coconut Oil,Garlic,None,18.07,2.1,Contains
Salmon,Salmon,Honey,Coconut Oil,Pepper,Salmon,45.72,4.2,Safe
Brazil Nuts,Brazil Nuts,Honey,None,Garlic,Brazil Nuts,22.25,3.8,Safe
Walnuts,Walnuts,Sugar,None,Pepper,Walnuts,16.29,4.6,Contains
Parsnip,Parsnip,Honey,None,Salt,None,17.51,2.7,Contains
Sulfites,Sulfites,None,Olive Oil,None,None,35.99,2.6,Safe
Rye,Rye,Maple Syrup,Coconut Oil,Pepper,Rye,16.94,2.7,Safe
Parsnip,Parsnip,None,Olive Oil,Salt,None,27.25,1.2,Contains
Hemp Seeds,Hemp Seeds,Sugar,None,Salt,Hemp Seeds,22.2,4.2,May Contain
Parsnip,Parsnip,Maple Syrup,Butter,Garlic,None,22.43,3.8,Safe
Sardines,Sardines,None,Olive Oil,None,Sardines,47.21,2.4,Contains
Sodium Benzoate,Sodium Benzoate,Honey,Butter,None,None,17.76,4.2,Contains
Cottage Cheese,Cottage Cheese,Sugar,Butter,Garlic,Cottage Cheese,15.25,3.8,Contains
Cherry,Cherry,Maple Syrup,Butter,None,None,40.41,3.4,May Contain
Pear,Pear,Maple Syrup,Olive Oil,Pepper,None,23.11,5,May Contain
Artificial Coloring,Artificial Coloring,Honey,Coconut Oil,None,None,38.07,3.3,May Contain
Pine Nuts,Pine Nuts,Honey,Coconut Oil,None,Pine Nuts,6.88,1.5,May Contain
Nitrates,Nitrates,None,None,None,None,33.39,3.7,Safe
Thyme,Thyme,Honey,Butter,Pepper,None,23.4,4.5,May Contain
Basil,Basil,Honey,None,None,None,19.26,1.8,May Contain
Cheese,Cheese,Maple Syrup,None,Pepper,Cheese,18.52,4.7,Safe
Duck,Duck,None,None,None,None,49.11,4.7,Safe
Wheat,Wheat,Maple Syrup,None,Salt,Wheat,32.36,2.2,Safe
Aspartame,Aspartame,Maple Syrup,Coconut Oil,Garlic,None,11.67,1.5,Safe
Sulfites,Sulfites,Honey,Olive Oil,Pepper,None,6.17,2.5,Contains
Hemp Seeds,Hemp Seeds,Honey,Butter,Pepper,Hemp Seeds,17.62,1,May Contain
Sunflower Oil,Sunflower Oil,Maple Syrup,Butter,Garlic,None,9.51,2.5,May Contain
Salmon,Salmon,Honey,Coconut Oil,None,Salmon,47.06,3.4,Contains
Aspartame,Aspartame,None,Olive Oil,Salt,None,18.17,1.2,Contains
Yogurt,Yogurt,Honey,Coconut Oil,Salt,Yogurt,35.03,4.6,Safe
Tuna,Tuna,None,Butter,Salt,Tuna,7.04,2,Contains
Crab,Crab,Maple Syrup,Butter,Pepper,Crab,36.27,2.1,May Contain
Spinach,Spinach,Sugar,Olive Oil,None,None,47.38,2.3,Contains
Broccoli,Broccoli,Honey,None,Garlic,None,38.36,1.8,Safe
Mussels,Mussels,Maple Syrup,None,None,Mussels,26.7,2.4,Contains
Chia Seeds,Chia Seeds,None,Coconut Oil,Salt,Chia Seeds,28.57,2.6,May Contain
Bell Pepper,Bell Pepper,Maple Syrup,Butter,None,None,5.27,3.3,Contains
Ginger,Ginger,Honey,Butter,Salt,None,25.67,3.6,May Contain
Oregano,Oregano,None,Olive Oil,Pepper,None,20.82,2,Contains
Grapeseed Oil,Grapeseed Oil,Sugar,Olive Oil,Garlic,None,37.75,3.4,May Contain
Mushroom,Mushroom,Sugar,Coconut Oil,Garlic,None,26.45,4.9,Contains
Cauliflower,Cauliflower,Maple Syrup,Butter,None,None,29.7,3.6,Contains
Corn,Corn,Sugar,Olive Oil,Pepper,Corn,12.5,4.5,Safe
Artificial Coloring,Artificial Coloring,Sugar,Coconut Oil,Salt,None,24.43,4.9,Safe
Salmon,Salmon,None,Coconut Oil,Salt,Salmon,36.07,3.2,May Contain
Rye,Rye,None,Coconut Oil,None,Rye,8.54,4.3,Safe
Dill,Dill,Sugar,None,None,None,15.84,4.4,May Contain
Artificial Coloring,Artificial Coloring,None,Butter,Garlic,None,37.66,2.4,Contains
Cauliflower,Cauliflower,None,Coconut Oil,None,None,28.34,4.6,Safe
Avocado Oil,Avocado Oil,Honey,Coconut Oil,Pepper,None,32.84,3.3,May Contain
Milk,Milk,None,Coconut Oil,Garlic,Milk,17.32,4.2,Contains
Nitrates,Nitrates,None,Coconut Oil,Garlic,None,34.84,4.5,Safe
Apple,Apple,Honey,Butter,Salt,None,29.2,3.9,May Contain
Yogurt,Yogurt,Sugar,Coconut Oil,Garlic,Yogurt,32.34,2.3,Safe
Lobster,Lobster,None,None,None,Lobster,41.95,2.2,Safe
Xanthan Gum,Xanthan Gum,Sugar,Olive Oil,Garlic,None,45.83,5,May Contain
Cloves,Cloves,Honey,Coconut Oil,Salt,None,42.43,2.8,May Contain
Tuna,Tuna,Maple Syrup,Coconut Oil,Salt,Tuna,39.9,1.5,May Contain
Cloves,Cloves,Sugar,None,None,None,20.64,3.3,May Contain
Buckwheat,Buckwheat,Honey,Coconut Oil,Pepper,Buckwheat,12.79,3.1,Contains
Almonds,Almonds,Honey,Olive Oil,Garlic,Almonds,10.53,3.4,Contains
Chia Seeds,Chia Seeds,Honey,None,Pepper,Chia Seeds,24.57,4.1,Contains
Ginger,Ginger,Maple Syrup,None,Garlic,None,13.6,4.4,Contains
Avocado Oil,Avocado Oil,Sugar,Coconut Oil,Garlic,None,49.07,1.4,Safe
Barley,Barley,None,Olive Oil,Salt,Barley,30.85,3.7,Contains
Cinnamon,Cinnamon,Maple Syrup,Butter,Garlic,None,32.86,3.5,Contains
Canola Oil,Canola Oil,None,Butter,Pepper,None,37.97,3.6,May Contain
Radish,Radish,Sugar,Butter,Pepper,None,6.28,1,Contains
Lychee,Lychee,Maple Syrup,Butter,None,None,8.8,2.9,Contains
Wheat,Wheat,Honey,Butter,Garlic,Wheat,18.73,2.6,May Contain
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Coconut Oil,None,None,24.59,1.6,Safe
Garlic,Garlic,Honey,Olive Oil,Pepper,None,32.17,4.9,Safe
Cardamom,Cardamom,Sugar,None,None,None,6.09,2.8,Contains
Sesame Seeds,Sesame Seeds,None,Coconut Oil,Garlic,Sesame Seeds,7.99,3.1,Contains
Rabbit,Rabbit,Honey,None,None,None,19.34,3.7,May Contain
Chickpeas,Chickpeas,Maple Syrup,Butter,None,Chickpeas,32.02,3.1,Contains
Oysters,Oysters,None,Coconut Oil,Salt,Oysters,20.54,1.6,Safe
Goat,Goat,None,None,Salt,None,34,3.8,Contains
Sweet Potato,Sweet Potato,None,Butter,Pepper,None,20.24,3.9,Contains
Carrageenan,Carrageenan,Honey,Coconut Oil,Pepper,None,17.55,3.3,May Contain
Potassium Sorbate,Potassium Sorbate,Sugar,Coconut Oil,None,None,42.51,1.8,May Contain
Cauliflower,Cauliflower,Maple Syrup,Coconut Oil,Salt,None,11.79,3.3,Safe
Farro,Farro,Honey,Olive Oil,Salt,Farro,29.06,3,May Contain
Macadamia Nuts,Macadamia Nuts,Maple Syrup,Butter,Salt,Macadamia Nuts,26.17,1.6,Contains
Almonds,Almonds,Maple Syrup,Butter,Garlic,Almonds,21.31,1.5,Safe
Canola Oil,Canola Oil,Maple Syrup,None,Garlic,None,42.71,2.1,Contains
Lentils,Lentils,None,Coconut Oil,Pepper,Lentils,14.06,4.2,Contains
Nitrates,Nitrates,Honey,Butter,Pepper,None,40.26,3.5,May Contain
Quinoa,Quinoa,Sugar,None,Pepper,Quinoa,8.58,2.3,Contains
Grapeseed Oil,Grapeseed Oil,None,None,None,None,9.8,4.6,May Contain
Lettuce,Lettuce,None,Coconut Oil,Pepper,None,17.89,4.4,May Contain
Chia Seeds,Chia Seeds,Honey,Coconut Oil,Garlic,Chia Seeds,8.01,3.3,May Contain
Peas,Peas,Honey,None,Garlic,None,27.39,1.5,Safe
Sunflower Oil,Sunflower Oil,Honey,Olive Oil,Garlic,None,28.25,3.8,Contains
Beetroot,Beetroot,Sugar,Butter,Salt,None,39.47,1.1,Safe
Garlic,Garlic,Maple Syrup,None,Salt,None,12.98,3.2,Contains
Aspartame,Aspartame,None,Coconut Oil,Garlic,None,45.26,2.7,Safe
Barley,Barley,Honey,Butter,Salt,Barley,31.29,4.6,Safe
Papaya,Papaya,Maple Syrup,None,Pepper,None,7.66,3.9,May Contain
Rabbit,Rabbit,Sugar,Butter,Garlic,None,48.67,1.1,May Contain
Tuna,Tuna,Honey,Coconut Oil,Salt,Tuna,9.49,3,May Contain
Tuna,Tuna,Sugar,Olive Oil,Garlic,Tuna,10.77,4.3,Contains
Beetroot,Beetroot,Honey,Coconut Oil,Garlic,None,37.6,4.2,May Contain
Mushroom,Mushroom,None,Butter,Garlic,None,32.26,2.1,Contains
Crab,Crab,None,Olive Oil,Garlic,Crab,22.43,2.1,Contains
Sunflower Oil,Sunflower Oil,Honey,None,Garlic,None,48.15,3.4,Safe
Cottage Cheese,Cottage Cheese,Maple Syrup,None,Pepper,Cottage Cheese,14.8,4.4,May Contain
Almonds,Almonds,None,Coconut Oil,None,Almonds,8.98,5,Contains
Oysters,Oysters,Honey,Butter,Pepper,Oysters,42.92,2.8,May Contain
Squid,Squid,None,Coconut Oil,None,Squid,47.33,4.7,Safe
Beef,Beef,Maple Syrup,Coconut Oil,None,None,26.9,2.1,Contains
Rosemary,Rosemary,Maple Syrup,Olive Oil,Garlic,None,35.89,4.9,Safe
Grapeseed Oil,Grapeseed Oil,None,None,Garlic,None,44.26,2.8,May Contain
Goat,Goat,None,Olive Oil,Pepper,None,10.81,2.8,Contains
Grapeseed Oil,Grapeseed Oil,Sugar,Olive Oil,Salt,None,8.8,2.4,Contains
Bell Pepper,Bell Pepper,Sugar,Coconut Oil,Salt,None,10.79,2.6,May Contain
Grapeseed Oil,Grapeseed Oil,Honey,Butter,Pepper,None,23.97,4.4,Safe
Quail,Quail,None,Olive Oil,Salt,None,23.31,1.9,Contains
Milk,Milk,Maple Syrup,Butter,Garlic,Milk,49.6,1.2,Contains
Quinoa,Quinoa,Maple Syrup,None,None,Quinoa,47.09,3.2,Safe
Oats,Oats,Sugar,Olive Oil,Garlic,Oats,24.15,2,Safe
Mussels,Mussels,Maple Syrup,None,Salt,Mussels,37.64,3,May Contain
Fig,Fig,None,Olive Oil,None,None,32.39,1.4,May Contain
Shrimp,Shrimp,None,None,None,Shrimp,26.05,3,Contains
Spinach,Spinach,None,Olive Oil,Pepper,None,14.08,3.8,Contains
Cream,Cream,Maple Syrup,None,Pepper,Cream,34.14,4.3,Safe
Hemp Seeds,Hemp Seeds,Sugar,Coconut Oil,Garlic,Hemp Seeds,48.57,3.9,Safe
Blueberries,Blueberries,Honey,Olive Oil,None,None,37.88,1.8,May Contain
Aspartame,Aspartame,Maple Syrup,None,None,None,23.21,3.1,Contains
Farro,Farro,Honey,Butter,Garlic,Farro,10.15,1,May Contain
Pomegranate,Pomegranate,Maple Syrup,None,None,None,20.83,1.1,May Contain
Cashews,Cashews,Honey,None,Garlic,Cashews,11.86,1.7,May Contain
Wheat,Wheat,Sugar,None,Garlic,Wheat,48.77,3.9,May Contain
Papaya,Papaya,Maple Syrup,None,Garlic,None,9.22,3.9,May Contain
Sulfites,Sulfites,Maple Syrup,Butter,Salt,None,28.19,3.5,Safe
Grapeseed Oil,Grapeseed Oil,None,Olive Oil,None,None,17.85,4.2,May Contain
Shrimp,Shrimp,None,Coconut Oil,Pepper,Shrimp,21.39,3.4,May Contain
Oysters,Oysters,Honey,None,Garlic,Oysters,13,3.4,Safe
Butter,Butter,None,Butter,Garlic,Butter,20.31,4.8,Contains
Olive Oil,Olive Oil,None,Butter,Garlic,None,14.43,1.7,Contains
Shrimp,Shrimp,Maple Syrup,Olive Oil,Garlic,Shrimp,9.31,2.1,Safe
Ghee,Ghee,Maple Syrup,Olive Oil,Salt,Ghee,34.65,3.7,Contains
Turmeric,Turmeric,None,None,Pepper,None,26.68,5,May Contain
